"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
196;"Dell";"Notebook";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";"Windows";2.3;45768
197;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.0;40972
198;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";256;500;"Nvidia";"Windows";2.69;47472
199;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"Windows";1.9;67612
200;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.37;21258
201;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;"AMD";"Windows";2.1;17582
202;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.2;79867
203;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;45768
204;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"Windows";1.6;36710
205;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"Linux";2.36;47899
206;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.1;20779
207;"Asus";"Notebook";15.6;1920;1080;0;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";"Windows";2.2;30636
208;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";"Windows";4.7;207259
209;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"Windows";2.7;63883
210;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.0;50243
211;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2.0;71076
212;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";1.85;23923
213;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.5;53227
214;"Acer";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.5;45075
215;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.48;67559
216;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";128;0;"Intel";"Windows";7.2;31382
217;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.1;61006
219;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.84;60952
220;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"Linux";2.0;14651
221;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"Windows";2.0;60886
222;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"N/A";2.69;47366
223;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Linux";2.2;14647
224;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";2048;0;"AMD";"Windows";2.2;47899
225;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"Windows";2.1;38148
226;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.56;46833
227;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"Windows";1.4;111835
228;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.38;57489
229;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.2;84129
230;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"Windows";2.4;60153
231;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2.2;52481
232;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"Windows";1.44;14865
233;"HP";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.04;29784
234;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";1.9;16;"SSD";512;256;"Intel";"Windows";1.88;85672
235;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"Windows";3.6;159787
236;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.5;19980
237;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"Windows";0.0;35325
239;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.84;69477
240;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.7;75072
241;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.6;92615
242;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"Windows";2.4;74752
243;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"Windows";2.02;51730
244;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"N/A";2.2;17156
245;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.65;53227
246;"Dell";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Intel";"Windows";2.36;29697
247;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.36;76031
248;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.86;23390
249;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.0;50350
250;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;6;"Hybrid";128;1024;"Nvidia";"Windows";2.8;38308
251;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";1.86;34046
252;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Nvidia";"N/A";2.2;26587
253;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";"Windows";2.04;20726
254;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"Windows";1.49;35964
255;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"Windows";2.8;57809
256;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.4;43104
257;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Windows";2.33;47899
258;"HP";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.36;93240
259;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";"Core i5";3.1;8;"SSD";512;0;"Intel";"Mac";1.37;108691
260;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;12;"Hybrid";512;2048;"Nvidia";"Windows";2.26;58555
261;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"Windows";2.08;43636
262;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;"AMD";"Windows";2.1;22697
263;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.3;95851
264;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"Windows";1.68;24988
265;"Asus";"Gaming";17.3;1920;1080;0;1;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"Windows";3.25;117163
266;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;"AMD";"Windows";2.6;26054
267;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.62;46301
268;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"Windows";1.37;98515
269;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"Windows";1.91;26053
270;"Acer";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i3";2.7;4;"SSD";256;0;"Nvidia";"Windows";3.0;37403
271;"Lenovo";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";128;0;"Intel";"Windows";1.59;29464
272;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Windows";1.8;16464
273;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.41;50563
274;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";128;0;"AMD";"Windows";1.91;23758
275;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1.5;15238
276;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";1.8;16;"HDD";1024;0;"Nvidia";"Windows";2.9;56424
277;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Linux";2.4;45075
278;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";4.14;133147
279;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3.35;63456
280;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"N/A";1.85;21498
281;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"Windows";2.0;90523
282;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.3;88178
283;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2.8;60846
284;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";1.5;58555
285;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"Intel";"N/A";2.2;23656
286;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"Windows";2.1;38468
287;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"Windows";2.18;35005
288;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"Windows";2.24;30103
289;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";2.67;42571
290;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.8;8;"SSD";512;512;"Intel";"Windows";4.1;79867
292;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"Windows";2.5;54239
293;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";2.05;46886
294;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";"Core i5";2.9;8;"SSD";512;0;"Intel";"Mac";1.37;104370
295;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"Windows";3.2;82531
296;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Linux";2.14;39165
297;"Asus";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.1;93181
298;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.13;121585
299;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"Windows";1.36;133147
300;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";1.5;29251
301;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.5;8;"HDD";500;0;"Nvidia";"Windows";2.2;43263
302;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"Windows";2.23;72940
303;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.0;113753
304;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"Windows";2.3;37992
305;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"Linux";2.8;58555
306;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"Windows";2.2;39694
307;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.42;133680
308;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";2.8;26054
309;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"HDD";2048;0;"Nvidia";"N/A";2.8;45235
310;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3.0;55358
311;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"Windows";2.8;45768
312;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.0;84768
313;"Acer";"Notebook";15.6;1366;768;0;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"Windows";2.2;36976
314;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.7;71875
315;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.25;22804
316;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"Linux";2.33;41498
317;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.5;44169
318;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Intel";"Windows";2.2;30849
319;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"Windows";3.0;50669
320;"HP";"Ultrabook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"Windows";1.91;26587
321;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";2.1;65511
322;"Acer";"Notebook";15.6;1920;1080;1;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"Windows";2.15;35112
323;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.9;49977
324;"Dell";"Workstation";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.78;144495
325;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.95;58448
326;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"Windows";1.13;139860
327;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";1.7;52055
328;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.5;62817
329;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;35112
330;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"Windows";2.2;16304
331;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.5;2;"SSD";16;0;"Intel";"Other";2.19;10603
332;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.9;81465
333;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3.0;63243
334;"Lenovo";"Notebook";25.6;1920;1080;0;1;"Intel";"Core i5";1.6;8;"Hybrid";256;1024;"AMD";"Windows";2.1;60979
335;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Linux";2.5;46833
336;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"Windows";2.54;26054
337;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.8;119827
338;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Windows";2.0;97449
339;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.1;99793
340;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";2.05;39374
341;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3.2;69211
342;"Toshiba";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"Windows";1.2;93080
343;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"Linux";2.5;52161
344;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";"Windows";1.36;89510
345;"Lenovo";"Notebook";35.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";2.2;21792
346;"Dell";"Workstation";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"Windows";3.42;153705
347;"Lenovo";"Notebook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1.15;16221
348;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";"Windows";2.4;26587
349;"Lenovo";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"Windows";2.67;102564
350;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";1.63;78215
351;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";1.3;27120
352;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.9;113060
353;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"Windows";1.7;103523
354;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.1;24988
355;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Nvidia";"Windows";5.8;34579
356;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;42038
357;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.27;49444
358;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"Linux";2.3;31909
359;"Dell";"Notebook";13.3;1366;768;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";1.65;36710
360;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.43;79920
361;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.14;28769
362;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"Windows";1.75;64755
363;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.0;101179
364;"Chuwi";"Notebook";12.3;2736;1824;0;1;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;"Intel";"Windows";1.4;23923
365;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Intel";"Windows";2.31;76031
366;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Nvidia";"N/A";2.2;29251
367;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;67399
368;"Asus";"Notebook";35.6;1920;1080;0;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"Linux";2.3;31808
369;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"N/A";2.2;19180
370;"Dell";"Gaming";27.3;2560;1440;0;1;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;149131
371;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"Windows";1.28;105228
372;"Dell";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.62;61752
373;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.2;55571
374;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";256;2048;"AMD";"Windows";2.02;60867
375;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"Linux";1.6;58555
376;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";"Windows";3.35;106507
377;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";"Celeron Dual";1.1;4;"SSD";32;0;"Intel";"Windows";1.16;15931
378;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.3;43636
379;"Samsung";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.15;14332
380;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";1.86;24988
381;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.4;53813
382;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.1;53227
383;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"Windows";1.7;31915
384;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"Windows";1.21;133147
385;"Lenovo";"Workstation";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.3;130270
386;"MSI";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.8;111835
387;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";512;0;"Nvidia";"Windows";2.5;130483
